Mejora;0.601314948268;599
Compensado;0.615796587072;1349
Medianamente Descompensado;0.593078025013;757
Altamente Descompensado;0.55382084678;2198
Global;0.582736189298;4903

Mejora;0.608271988344;414
Compensado;0.641296159224;965
Medianamente Descompensado;0.620520593615;538
Altamente Descompensado;0.571972091888;1431
Global;0.604243590108;3348

Mejora;0.662994350282;236
Compensado;0.726358427188;482
Medianamente Descompensado;0.706970849176;263
Altamente Descompensado;0.63475070028;850
Global;0.672879769057;1831

Mejora;0.670125498104;596
Compensado;0.682823868813;1324
Medianamente Descompensado;0.671058922559;750
Altamente Descompensado;0.632877074874;2243
Global;0.656684524739;4913

Mejora;0.567808475591;424
Compensado;0.603919054071;984
Medianamente Descompensado;0.575700411744;532
Altamente Descompensado;0.521771464047;1505
Global;0.559229554513;3445

Mejora;0.560407569141;229
Compensado;0.617520491803;488
Medianamente Descompensado;0.576690821256;276
Altamente Descompensado;0.506866002215;731
Global;0.556478565904;1724

